Espèce,Numéro nomenclatural,Nom retenu,Numéro nomenclatural nom retenu,Numéro taxonomique,Famille,Referentiel taxonomique,Commune,Identifiant Commune,Date,Lieu-dit,Station,Milieu,Notes,Latitude,Longitude,Altitude,Référentiel Géographique,Lumière,Température,Continentalité,Humidité Atmosphérique,Humidité,Réaction (pH),Nutriments,Salinité,Texture,Matière Organique,Code Catminat,Syntaxon,ext:personneStructure,ext:personneService,ext:personneFonction,ext:adresse,ext:latitudeDebutRue,ext:longitudeDebutRue,ext:latitudeFinRue,ext:longitudeFinRue,ext:typoUrbaine,ext:revetementSol,ext:presenceZoneVegetalise,ext:hauteurBatimentAvoisinant,ext:intensiteGestion,ext:periodiciteTraitementPhyto,ext:itineraireGestion,ext:dateDerniereIntervention,ext:hauteurPlante,ext:resistanceTraitementPhyto,ext:vitesseCroissance,ext:perceptionTechnicien,ext:perceptionRiverainMauvaise,ext:coteRue,ext:apparence
Centaurea aspera subsp. aspera,15047,Centaurea aspera subsp. aspera ,15047,9170,Asteraceae,bdtfx,Montpellier,34,2013/07/05,Hopitaux-Facultes,en face l\\\'entrée de l\\\'hopital Lapeyronnie,bordure de parking,relevé phytosocio 10x2 = 20 m²,"43,63173","3,85404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lolium perenne L.,39692,Lolium perenne L.,39692,6983,Poaceae,bdtfx,Montpellier,34,2013/07/05,Hopitaux-Facultes,en face l\\\'entrée de l\\\'hopital Lapeyronnie,bordure de parking,relevé phytosocio 10x2 = 20 m²,"43,63173","3,85404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostraria cristata var. cristata,57835,Rostraria cristata var. cristata ,57835,13963,Poaceae,bdtfx,Montpellier,34,2013/07/05,Hopitaux-Facultes,en face l\\\'entrée de l\\\'hopital Lapeyronnie,bordure de parking,relevé phytosocio 10x2 = 20 m²,"43,63173","3,85404",,,0,0,0,0,0,0,0,0,0,0,08/4.0.1.0.2,Sideriti romanae - Hypochaeridion achyrophori (Braun-Blanquet 1925) de Foucault 1999,,,,,,,,,,,,,,,,,,,,,,,
Ficus carica subsp. carica,27847,Ficus carica L.,75134,30126,Moraceae,bdtfx,Montpellier,34,2013/07/15,Centre-ville (Ecusson),facade Est de la cathédrale,vieilles pierres du mur de facade,un subadulte poussant très haut près du toit,"43,61348","3,8742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asplenium ceterach subsp. ceterach,7551,Asplenium ceterach subsp. ceterach ,7551,7340,Aspleniaceae,bdtfx,Montpellier,34,2013/07/15,Centre-ville (Ecusson),facade Est de la cathédrale,vieilles pierres du mur de facade,,"43,61348","3,8742",,,7,7,4,2,1,8,2,0,8,1,07/2.,,,,,,,,,,,,,,,,,,,,,,,,
Parietaria judaica L.,47921,Parietaria judaica L.,47921,5641,Urticaceae,bdtfx,Montpellier,34,2013/07/15,Centre-ville (Ecusson),facade Est de la cathédrale,vieilles pierres du mur de facade,,"43,61348","3,8742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ipomoea coccinea L.,35850,Quamoclit coccinea (L.) Moench,54331,2471,Convolvulaceae,bdtfx,Montpellier,34,2009/09/28,,jardin du champ de Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verbascum phlomoides L.,70920,Verbascum phlomoides L.,70920,5482,Scrophulariaceae,bdtfx,Montpellier,34,2013/07/25,place Albert 1er,friche de l\\\'ancien hopital Saint-Charles,terrain vague en friche,hésitation entre V. phlomoides (feuilles peu décurrentes) et V. thapsioides ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixalix atropurpurea subsp. maritima (L.) Greuter & Burdet,64815,Scabiosa atropurpurea var. maritima (L.) Fiori,61097,2623,Caprifoliaceae,bdtfx,Montpellier,34,2013/07/25,place Albert 1er,friche de l\\\'ancien hopital Saint-Charles,terrain vague en friche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola f. serriola,82305,Lactuca serriola f. serriola ,82305,32298,Asteraceae,bdtfx,Montpellier,34,2013/07/25,place Albert 1er,friche de l\'ancien hopital Saint-Charles,terrain vague en friche,,,,,,7,5,5,4,4,7,6,0,3,0,13/4.0.1.0.1,"Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951",,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola f. integrifolia Bogenh.,82306,Lactuca serriola f. integrifolia Bogenh.,82306,32299,Asteraceae,bdtfx,Montpellier,34,2013/07/25,place Albert 1er,friche de l\'ancien hopital Saint-Charles,terrain vague en friche,,,,,,0,0,0,0,0,0,0,0,0,0,13/4.0.1.0.1,"Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951",,,,,,,,,,,,,,,,,,,,,,,
Galium aparine subsp. aparine,28898,Galium aparine subsp. aparine ,28898,10168,Rubiaceae,bdtfx,Montpellier,34,2013/07/25,place Albert 1er,friche de l\'ancien hopital Saint-Charles,terrain vague en friche,,,,,,6,5,5,5,5,5,8,0,3,3,13/6.,,,,,,,,,,,,,,,,,,,,,,,,
Galium parisiense subsp. parisiense,75562,Galium parisiense L.,29144,5066,Rubiaceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,45 rue de l\\\\\\\'Hortus,fente de trottoir de la résidence (bloc pavé),,"43,64124","3,858",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chondrilla juncea L.,17040,Chondrilla juncea L.,17040,647,Asteraceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,45 rue de l\\\\\\\'Hortus,fente de trottoir de la résidence (parking),,"43,64139","3,85804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portulaca oleracea L.,52102,Portulaca oleracea L.,52102,4300,Portulacaceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,place Jean Baumel,fente de trottoir du parking,sous-espèce non déterminée (pas de graines),"43,64039","3,85819",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orobanche hederae Vaucher ex Duby,46734,Orobanche hederae Vaucher ex Duby,46734,3979,Orobanchaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (derrière Groupama),bord de friche herbacée au pied d\'un mur planté de lierre,sur Hedera cf. canariensis,"43,60391","3,86546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piptatherum miliaceum var. miliaceum,49725,Oloptum miliaceum f. miliaceum ,119152,13288,Poaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus tenerrimus L.,65231,Sonchus tenerrimus L.,65231,1234,Asteraceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo donax L.,7099,Arundo donax L.,7099,6639,Poaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus minor Mill.,70296,Ulmus minor Mill.,70296,14872,Ulmaceae,bdtfx,Montpellier,34,2013/07/30,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa saccharoides (Sw.) Rydb.,74879,Bothriochloa saccharoides (Sw.) Rydb.,74879,29894,Poaceae,bdtfx,Montpellier,34,2013/07/30,La Chamberte,Avenue de la Liberté (trémie),fente du mur de soutien,,"43,60877","3,84876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daucus carota subsp. carota,21676,Daucus carota subsp. carota ,21676,9775,Apiaceae,bdtfx,Montpellier,34,2013/07/30,La Chamberte,Avenue de la Liberté (contre allée),prairie herbacée semi-naturellle,,"43,60894","3,84408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonchus tenerrimus L.,65231,Sonchus tenerrimus L.,65231,1234,Asteraceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,place Jean Baumel,fente de trottoir du terrain de jeux pour enfants,,"43,64028","3,85826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conyza bonariensis (L.) Cronquist,18835,Erigeron bonariensis L.,24874,699,Asteraceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,place Jean Baumel,fente de trottoir du terrain de jeux pour enfants,,"43,64028","3,85826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avena sativa subsp. sterilis (L.) De Wet,101784,Avena sterilis L.,8901,6651,Poaceae,bdtfx,Montpellier,34,2013/07/29,Plan des 4-Seigneurs,place Jean Baumel,fente de trottoir de la haie plantée du terrain de jeux pour enfants,,"43,64028","3,85826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ocimum basilicum L.,44334,Ocimum basilicum L.,44334,3615,Lamiaceae,bdtfx,Montpellier,34,2013/05/29,,,,,"43,61077","3,87672",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola f. integrifolia Bogenh.,82306,Lactuca serriola f. integrifolia Bogenh.,82306,32299,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Plan des Quatre-Seigneurs,45 chemin de l\\\'Hortus,friche sous les pins devant l\'entrée de la résidence,,"43,64121","3,85812",,,0,0,0,0,0,0,0,0,0,0,13/4.0.1.0.1,"Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951",,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola f. serriola,82305,Lactuca serriola f. serriola ,82305,32298,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Plan des Quatre-Seigneurs,45 chemin de l\\\'Hortus,friche sous les pins devant l\'entrée de la résidence,,"43,64121","3,85812",,,7,5,5,4,4,7,6,0,3,0,13/4.0.1.0.1,"Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951",,,,,,,,,,,,,,,,,,,,,,,
Cirsium vulgare subsp. vulgare,17873,Cirsium vulgare subsp. vulgare ,17873,9384,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Plan des Quatre-Seigneurs,45 chemin de l\\\'Hortus,friche sous les pins devant l\'entrée de la résidence,,"43,64121","3,85812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola f. serriola,82305,Lactuca serriola f. serriola ,82305,32298,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,ruisseau voie Domitienne,bordures en friche,,"43,62122","3,85848",,,7,5,5,4,4,7,6,0,3,0,13/4.0.1.0.1,"Sisymbrion officinalis Tüxen, Lohmeyer & Preising in Tüxen 1950 ex von Rochow 1951",,,,,,,,,,,,,,,,,,,,,,,
Daucus carota subsp. carota,21676,Daucus carota subsp. carota ,21676,9775,Apiaceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,ruisseau voie Domitienne,bordures en friche,,"43,62122","3,85848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa saccharoides (Sw.) Rydb.,74879,Bothriochloa saccharoides (Sw.) Rydb.,74879,29894,Poaceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,voie Domitienne x rue d\'Alco,friche sous les pins devant l\\\'entrée de la résidence,,"43,61631","3,84119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus cerasifera f. cerasifera,82568,Prunus cerasifera f. cerasifera ,82568,4831,Rosaceae,bdtfx,Montpellier,34,2013/08/01,Hopitaux - Facultés,avenue Augustin Fliche,au pied des arbres (micocouliers),,"43,63046","3,86122",,,7,5,5,5,5,5,5,0,3,3,16/1.0.2,,,,,,,,,,,,,,,,,,,,,,,,
Hedera helix subsp. helix,30896,Hedera helix f. helix ,30896,10318,Araliaceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,voie Domitienne (radar feu rouge),talus haie ornementale,,"43,61983","3,84999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus minor Mill.,70296,Ulmus minor Mill.,70296,14872,Ulmaceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,voie Domitienne (radar feu rouge),talus haie ornementale,repousse de souche (passée sous la tondeuse),"43,61983","3,84999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactuca serriola L.,37373,Lactuca serriola L.,37373,991,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Hopitaux - Facultés,avenue Augustin Fliche,au pied des arbres (micocouliers),,"43,63046","3,86122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx,Montpellier,34,2013/08/01,Les Cévennes,voie Domitienne x rue d\\\'Alco,friche sous les pins devant l\\\\\\\'entrée de la résidence,,"43,61631","3,84119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx,Montpellier,34,2013/08/01,Hopitaux - Facultés,avenue Augustin Fliche,au pied des arbres (micocouliers),,"43,63046","3,86122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthus mollis subsp. mollis,121,Acanthus mollis L.,74930,29922,Acanthaceae,bdtfx,Montpellier,34,2013/08/01,gare,voie ferrée vers le sud,talus au dessus du mur de soutien,,"43,59989","3,87719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo donax L.,7099,Arundo donax L.,7099,6639,Poaceae,bdtfx,Montpellier,34,2013/08/01,gare,voie ferrée vers le sud,talus au dessus du mur de soutien,,"43,59989","3,87719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2013/08/01,gare,voie ferrée vers le sud,talus au dessus du mur de soutien,,"43,59989","3,87719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligustrum lucidum W.T.Aiton,38938,Ligustrum lucidum W.T.Aiton,38938,3953,Oleaceae,bdtfx,Montpellier,34,2013/08/01,gare,voie ferrée vers le sud,talus au dessus du mur de soutien,,"43,59989","3,87719",,,0,0,0,0,0,0,0,0,0,0,16/1.0.2,,,,,,,,,,,,,,,,,,,,,,,,
Ficus carica L.,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx,Montpellier,34,2013/08/01,gare,voie ferrée vers le sud,talus au dessus du mur de soutien,,"43,59989","3,87719",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (avant Groupama),haie broussailleuse,,"43,60224","3,86708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (avant Groupama),haie broussailleuse,jeune arbuste,"43,60224","3,86708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ailanthus altissima (Mill.) Swingle,2088,Ailanthus altissima (Mill.) Swingle,2088,5537,Simaroubaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedera helix subsp. helix,30896,Hedera helix f. helix ,30896,10318,Araliaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer campestre subsp. campestre,142,Acer campestre L.,141,8522,Sapindaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60905","3,85718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60905","3,85718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60905","3,85718",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligustrum lucidum W.T.Aiton,38938,Ligustrum lucidum W.T.Aiton,38938,3953,Oleaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,0,0,0,0,0,0,0,0,0,0,16/1.0.2,,,,,,,,,,,,,,,,,,,,,,,,
Prunus spinosa L.,53652,Prunus spinosa L.,53652,4847,Rosaceae,bdtfx,Montpellier,34,2013/08/01,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avena sativa subsp. sterilis (L.) De Wet,101784,Avena sterilis L.,8901,6651,Poaceae,bdtfx,Montpellier,34,2013/08/05,Hopitaux - Facultés,avenue Augustin Fliche,au pied des arbres (micocouliers),,"43,63046","3,86122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conyza sumatrensis (Retz.) E.Walker,18851,Erigeron sumatrensis Retz.,24956,702,Asteraceae,bdtfx,Montpellier,34,2013/08/05,Hopitaux - Facultés,avenue Augustin Fliche,au pied des arbres (micocouliers),,"43,63046","3,86122",,,8,6,4,4,5,6,7,0,4,0,13/4.0.1,,,,,,,,,,,,,,,,,,,,,,,,
Setaria verticillata (L.) P.Beauv.,63668,Setaria verticillata (L.) P.Beauv.,63668,7137,Poaceae,bdtfx,Montpellier,34,2013/08/05,Hopitaux - Facultés,rue du Triolet,au pied du mur d\'une résidence récente,,"43,62785","3,86134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa saccharoides (Sw.) Rydb.,74879,Bothriochloa saccharoides (Sw.) Rydb.,74879,29894,Poaceae,bdtfx,Montpellier,34,2013/08/05,La Chamberte,Avenue de la Liberté (contre allée),prairie herbacée semi-naturellle,,"43,60894","3,84408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurus nobilis L.,38070,Laurus nobilis L.,38070,3750,Lauraceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (100m feu x Arceaux),haie broussailleuse,,"43,60864","3,85127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ligustrum lucidum W.T.Aiton,38938,Ligustrum lucidum W.T.Aiton,38938,3953,Oleaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,0,0,0,0,0,0,0,0,0,0,16/1.0.2,,,,,,,,,,,,,,,,,,,,,,,,
Laurus nobilis L.,38070,Laurus nobilis L.,38070,3750,Lauraceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),haie forestière,,"43,60906","3,85505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia annua L.,6765,Artemisia annua L.,6765,430,Asteraceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (sortie latérale),portion de terrain vague délaissé,vu de loin en passant (au volant),"43,60484","3,86448",,,9,6,7,3,5,7,6,0,3,0,13/4.0.3.0.1,"Chenopodion muralis Braun-Blanquet in Braun-Blanquet, Gajewski, Wraber & Walas 1936",,,,,,,,,,,,,,,,,,,,,,,
Agave americana L.,1116,Agave americana L.,1116,5794,Asparagaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cercis siliquastrum L.,75048,Cercis siliquastrum L.,75048,30040,Fabaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60918","3,85842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broussonetia papyrifera (L.) Vent.,11280,Broussonetia papyrifera (L.) Vent.,11280,3846,Moraceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60921","3,8576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acanthus mollis L.,74930,Acanthus mollis L.,74930,29922,Acanthaceae,bdtfx,Montpellier,34,2013/08/05,Figuerolles,Avenue de la Liberté (portion boisée),talus broussailleux au dessus du muret,,"43,60921","3,8576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commelina L.,86207,Commelina L.,86207,35162,Commelinaceae,bdtfx,Montpellier,34,2013/08/05,quartier de La Gare,Bd Rabelais,fente de trottoir (caniveau),espèce à déterminer à la floraison... (feuilles lancélolées),"43,60164","3,88357",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ficus carica,75134,Ficus carica L.,75134,30126,Moraceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parietaria judaica L.,47921,Parietaria judaica L.,47921,5641,Urticaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adiantum capillus-veneris L.,817,Adiantum capillus-veneris L.,817,7327,Pteridaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum orientale Rich.,,,,,,autre,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus madritensis L.,10881,Anisantha madritensis (L.) Nevski,4967,6708,Poaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus diandrus subsp. diandrus,10664,Anisantha diandra (Roth) Tutin ex Tzvelev,4964,8831,Poaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conyza,86213,Erigeron L.,86392,35347,Asteraceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polypodium cambricum L.,75302,Polypodium cambricum L.,75302,30294,Polypodiaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setaria verticillata (L.) P.Beauv.,63668,Setaria verticillata (L.) P.Beauv.,63668,7137,Poaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitaria ischaemum (Schreb.) Mühl.,22471,Digitaria ischaemum (Schreb.) Mühl.,22471,6778,Poaceae,bdtfx,Montpellier,34,2013/08/06,centre ville (Ecusson),place de la rue Cambacérès (deriière Préfecture),fontaine avec eau permanente,"Syntax error: , lookahead: , current char: 0","43,61134","3,87618",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
